order_details,order_id,item_id,order_date
306,131,124,02-01-2023 21:33
307,131,126,02-01-2023 21:33
308,131,123,02-01-2023 21:33
309,132,113,02-01-2023 21:42
310,133,101,02-01-2023 22:00
311,133,109,02-01-2023 22:00
312,133,114,02-01-2023 22:00
313,134,107,02-01-2023 22:13
314,134,105,02-01-2023 22:13
315,134,123,02-01-2023 22:13
316,135,132,02-01-2023 22:29
317,136,124,02-01-2023 22:32
318,136,118,02-01-2023 22:32
319,137,128,03-01-2023 11:34
320,137,113,03-01-2023 11:34
321,137,122,03-01-2023 11:34
322,138,102,03-01-2023 11:44
323,138,125,03-01-2023 11:44
324,138,127,03-01-2023 11:44
325,138,120,03-01-2023 11:44
326,139,124,03-01-2023 11:57
327,140,119,03-01-2023 12:26
328,140,132,03-01-2023 12:26
329,141,108,03-01-2023 13:16
330,142,126,03-01-2023 13:33
331,143,102,03-01-2023 13:41
332,143,108,03-01-2023 13:41
333,143,109,03-01-2023 13:41
334,143,129,03-01-2023 13:41
335,143,113,03-01-2023 13:41
336,143,119,03-01-2023 13:41
337,143,106,03-01-2023 13:41
338,143,132,03-01-2023 13:41
339,144,101,03-01-2023 13:44
340,144,107,03-01-2023 13:44
341,144,102,03-01-2023 13:44
342,144,104,03-01-2023 13:44
343,144,124,03-01-2023 13:44
344,144,125,03-01-2023 13:44
345,144,112,03-01-2023 13:44
346,144,105,03-01-2023 13:44
347,144,105,03-01-2023 13:44
348,144,122,03-01-2023 13:44
349,144,106,03-01-2023 13:44
350,144,132,03-01-2023 13:44
351,145,114,03-01-2023 13:53
352,146,102,03-01-2023 14:22
353,146,125,03-01-2023 14:22
354,146,109,03-01-2023 14:22
355,148,128,03-01-2023 14:40
356,149,131,03-01-2023 14:48
357,150,113,03-01-2023 14:49
358,151,105,03-01-2023 15:09
359,151,123,03-01-2023 15:09
360,152,109,03-01-2023 15:09
361,152,131,03-01-2023 15:09
362,152,106,03-01-2023 15:09
363,152,114,03-01-2023 15:09
364,153,129,03-01-2023 15:16
365,154,119,03-01-2023 15:22
366,155,104,03-01-2023 15:28
367,155,111,03-01-2023 15:28
368,155,113,03-01-2023 15:28
369,155,118,03-01-2023 15:28
370,156,111,03-01-2023 15:42
371,156,106,03-01-2023 15:42
372,157,117,03-01-2023 15:43
373,157,128,03-01-2023 15:43
374,157,120,03-01-2023 15:43
375,157,130,03-01-2023 15:43
376,158,127,03-01-2023 15:54
377,158,106,03-01-2023 15:54
378,159,125,03-01-2023 15:59
379,159,106,03-01-2023 15:59
380,160,108,03-01-2023 16:35
381,161,109,03-01-2023 16:43
382,161,122,03-01-2023 16:43
383,162,107,03-01-2023 16:51
384,163,109,03-01-2023 16:54
385,163,113,03-01-2023 16:54
386,163,114,03-01-2023 16:54
387,164,102,03-01-2023 16:56
388,164,113,03-01-2023 16:56
389,165,119,03-01-2023 16:57
390,166,119,03-01-2023 16:58
391,167,101,03-01-2023 17:00
392,167,117,03-01-2023 17:00
393,167,113,03-01-2023 17:00
394,168,107,03-01-2023 17:02
395,168,132,03-01-2023 17:02
396,169,125,03-01-2023 17:15
397,169,110,03-01-2023 17:15
398,169,120,03-01-2023 17:15
399,170,109,03-01-2023 17:21
400,171,111,03-01-2023 17:23
401,172,111,03-01-2023 17:29
402,172,123,03-01-2023 17:29
403,172,106,03-01-2023 17:29
404,173,102,03-01-2023 17:35
405,173,108,03-01-2023 17:35
406,173,132,03-01-2023 17:35
407,174,107,03-01-2023 17:37
408,174,102,03-01-2023 17:37
409,174,102,03-01-2023 17:37
410,174,110,03-01-2023 17:37
411,175,117,03-01-2023 17:50
412,176,102,03-01-2023 17:51
413,176,118,03-01-2023 17:51
414,177,111,03-01-2023 17:54
415,177,106,03-01-2023 17:54
416,178,118,03-01-2023 18:15
417,179,109,03-01-2023 18:20
418,179,120,03-01-2023 18:20
419,179,132,03-01-2023 18:20
420,180,108,03-01-2023 18:33
421,180,119,03-01-2023 18:33
422,181,129,03-01-2023 18:49
423,182,115,03-01-2023 18:50
424,182,118,03-01-2023 18:50
425,183,111,03-01-2023 18:54
426,183,130,03-01-2023 18:54
427,183,130,03-01-2023 18:54
428,184,109,03-01-2023 18:59
429,185,120,03-01-2023 19:08
430,185,130,03-01-2023 19:08
431,186,129,03-01-2023 19:36
432,186,105,03-01-2023 19:36
433,186,130,03-01-2023 19:36
434,186,106,03-01-2023 19:36
435,187,124,03-01-2023 19:37
436,187,130,03-01-2023 19:37
437,188,124,03-01-2023 20:08
438,188,113,03-01-2023 20:08
439,188,118,03-01-2023 20:08
440,189,107,03-01-2023 20:12
441,189,106,03-01-2023 20:12
442,190,101,03-01-2023 20:14
443,190,125,03-01-2023 20:14
444,190,112,03-01-2023 20:14
445,190,119,03-01-2023 20:14
446,191,102,03-01-2023 20:24
447,191,103,03-01-2023 20:24
448,192,120,03-01-2023 20:30
449,192,105,03-01-2023 20:30
450,193,107,03-01-2023 20:55
451,193,102,03-01-2023 20:55
452,193,103,03-01-2023 20:55
453,194,101,03-01-2023 21:21
454,195,101,03-01-2023 21:25
455,196,120,03-01-2023 21:40
456,196,122,03-01-2023 21:40
457,196,132,03-01-2023 21:40
458,197,125,03-01-2023 21:47
459,197,110,03-01-2023 21:47
460,197,127,03-01-2023 21:47
461,197,121,03-01-2023 21:47
462,198,107,03-01-2023 21:55
463,198,103,03-01-2023 21:55
464,199,103,03-01-2023 22:10
465,201,116,03-01-2023 22:29
466,201,104,03-01-2023 22:29
467,201,117,03-01-2023 22:29
468,202,102,03-01-2023 22:50
469,203,102,04-01-2023 11:30
470,203,127,04-01-2023 11:30
471,203,112,04-01-2023 11:30
472,203,114,04-01-2023 11:30
473,204,122,04-01-2023 11:36
474,205,102,04-01-2023 11:43
475,205,103,04-01-2023 11:43
476,205,119,04-01-2023 11:43
477,206,111,04-01-2023 11:45
478,206,113,04-01-2023 11:45
479,206,122,04-01-2023 11:45
480,207,122,04-01-2023 12:03
481,208,101,04-01-2023 12:12
482,208,101,04-01-2023 12:12
483,208,103,04-01-2023 12:12
484,208,113,04-01-2023 12:12
485,208,114,04-01-2023 12:12
486,209,102,04-01-2023 12:29
487,210,131,04-01-2023 12:34
488,211,113,04-01-2023 12:54
489,212,110,04-01-2023 13:16
490,213,125,04-01-2023 13:20
491,214,110,04-01-2023 13:39
492,214,117,04-01-2023 13:39
493,214,129,04-01-2023 13:39
494,214,130,04-01-2023 13:39
495,215,126,04-01-2023 13:44
496,216,101,04-01-2023 14:31
497,216,124,04-01-2023 14:31
498,216,109,04-01-2023 14:31
499,217,108,04-01-2023 14:35
500,217,131,04-01-2023 14:35
501,218,122,04-01-2023 14:35
502,219,101,04-01-2023 14:42
503,219,124,04-01-2023 14:42
504,219,118,04-01-2023 14:42
505,219,131,04-01-2023 14:42
506,220,109,04-01-2023 15:31
507,220,110,04-01-2023 15:31
508,220,111,04-01-2023 15:31
509,220,122,04-01-2023 15:31
510,221,124,04-01-2023 15:33
511,221,119,04-01-2023 15:33
512,221,114,04-01-2023 15:33
513,222,125,04-01-2023 15:46
514,222,120,04-01-2023 15:46
515,223,112,04-01-2023 16:08
516,224,103,04-01-2023 16:39
517,224,117,04-01-2023 16:39
518,224,111,04-01-2023 16:39
519,224,106,04-01-2023 16:39
520,225,101,04-01-2023 16:41
521,225,101,04-01-2023 16:41
522,225,105,04-01-2023 16:41
523,226,108,04-01-2023 16:59
524,227,101,04-01-2023 17:24
525,227,114,04-01-2023 17:24
526,228,127,04-01-2023 17:31
527,229,127,04-01-2023 17:37
528,229,119,04-01-2023 17:37
529,229,130,04-01-2023 17:37
530,230,106,04-01-2023 17:58
531,231,102,04-01-2023 18:04
532,231,111,04-01-2023 18:04
533,231,119,04-01-2023 18:04
534,232,101,04-01-2023 18:21
535,232,123,04-01-2023 18:21
536,233,131,04-01-2023 18:26
537,234,103,04-01-2023 18:36
538,234,117,04-01-2023 18:36
539,234,111,04-01-2023 18:36
540,235,102,04-01-2023 18:51
541,236,108,04-01-2023 19:21
542,236,126,04-01-2023 19:21
543,237,126,04-01-2023 19:27
544,238,130,04-01-2023 19:45
545,239,117,04-01-2023 19:57
546,239,106,04-01-2023 19:57
547,240,125,04-01-2023 20:10
548,241,120,04-01-2023 20:11
549,241,123,04-01-2023 20:11
550,242,116,04-01-2023 20:15
551,242,106,04-01-2023 20:15
552,242,132,04-01-2023 20:15
553,243,108,04-01-2023 20:26
554,243,123,04-01-2023 20:26
555,244,117,04-01-2023 20:26
556,244,122,04-01-2023 20:26
557,245,101,04-01-2023 20:28
558,245,104,04-01-2023 20:28
559,246,103,04-01-2023 20:30
560,246,113,04-01-2023 20:30
561,247,109,04-01-2023 20:55
562,247,120,04-01-2023 20:55
563,247,123,04-01-2023 20:55
564,248,109,04-01-2023 20:58
565,248,106,04-01-2023 20:58
566,249,101,04-01-2023 21:06
567,249,116,04-01-2023 21:06
568,250,125,04-01-2023 21:07
569,251,129,04-01-2023 21:10
570,252,119,04-01-2023 22:13
571,253,115,04-01-2023 22:16
572,254,101,04-01-2023 22:22
573,254,115,04-01-2023 22:22
574,254,124,04-01-2023 22:22
575,255,124,05-01-2023 11:23
576,255,126,05-01-2023 11:23
577,255,109,05-01-2023 11:23
578,255,131,05-01-2023 11:23
579,256,112,05-01-2023 11:56
580,257,102,05-01-2023 11:59
581,257,103,05-01-2023 11:59
582,258,108,05-01-2023 11:59
583,259,113,05-01-2023 12:04
584,260,124,05-01-2023 12:06
585,260,114,05-01-2023 12:06
586,261,115,05-01-2023 12:38
587,262,102,05-01-2023 12:42
588,263,130,05-01-2023 12:57
589,264,129,05-01-2023 13:03
590,265,103,05-01-2023 13:04
591,265,129,05-01-2023 13:04
592,265,120,05-01-2023 13:04
593,265,122,05-01-2023 13:04
594,266,118,05-01-2023 13:09
595,267,125,05-01-2023 13:37
596,267,128,05-01-2023 13:37
597,267,111,05-01-2023 13:37
598,268,117,05-01-2023 13:40
599,268,113,05-01-2023 13:40
600,269,103,05-01-2023 13:49
601,270,105,05-01-2023 14:09
602,270,130,05-01-2023 14:09
603,270,106,05-01-2023 14:09
604,271,107,05-01-2023 14:22
605,271,102,05-01-2023 14:22
606,271,103,05-01-2023 14:22
607,271,104,05-01-2023 14:22
608,271,108,05-01-2023 14:22
609,271,117,05-01-2023 14:22
610,271,120,05-01-2023 14:22
611,271,121,05-01-2023 14:22
612,271,105,05-01-2023 14:22
613,271,114,05-01-2023 14:22
614,272,117,05-01-2023 14:24
615,273,121,05-01-2023 14:28
616,274,125,05-01-2023 14:36
617,274,106,05-01-2023 14:36
618,275,108,05-01-2023 14:38
619,275,124,05-01-2023 14:38
620,275,113,05-01-2023 14:38
621,275,120,05-01-2023 14:38
622,276,124,05-01-2023 15:18
623,276,122,05-01-2023 15:18
624,277,125,05-01-2023 15:41
625,278,127,05-01-2023 15:49
626,278,105,05-01-2023 15:49
627,279,102,05-01-2023 16:07
628,279,103,05-01-2023 16:07
629,280,119,05-01-2023 16:20
630,280,132,05-01-2023 16:20
631,281,120,05-01-2023 16:33
632,282,108,05-01-2023 16:49
633,282,124,05-01-2023 16:49
634,282,118,05-01-2023 16:49
635,282,130,05-01-2023 16:49
636,283,111,05-01-2023 16:51
637,284,125,05-01-2023 16:58
638,284,109,05-01-2023 16:58
639,284,111,05-01-2023 16:58
640,285,119,05-01-2023 16:58
641,286,117,05-01-2023 17:01
642,286,118,05-01-2023 17:01
643,287,117,05-01-2023 17:30
644,287,112,05-01-2023 17:30
645,287,113,05-01-2023 17:30
646,287,120,05-01-2023 17:30
647,288,115,05-01-2023 17:32
648,288,119,05-01-2023 17:32
649,288,123,05-01-2023 17:32
650,289,124,05-01-2023 17:36
651,290,108,05-01-2023 17:41
652,290,132,05-01-2023 17:41
653,291,101,05-01-2023 17:44
654,291,103,05-01-2023 17:44
655,291,125,05-01-2023 17:44
656,292,130,05-01-2023 17:48
657,292,131,05-01-2023 17:48
658,293,108,05-01-2023 17:58
659,293,127,05-01-2023 17:58
660,294,101,05-01-2023 18:16
661,294,117,05-01-2023 18:16
662,294,106,05-01-2023 18:16
663,295,102,05-01-2023 18:20
664,296,126,05-01-2023 18:46
665,296,110,05-01-2023 18:46
666,296,106,05-01-2023 18:46
667,297,105,05-01-2023 19:02
668,298,102,05-01-2023 19:10
669,298,102,05-01-2023 19:10
670,298,103,05-01-2023 19:10
671,298,108,05-01-2023 19:10
672,299,108,05-01-2023 19:34
673,299,131,05-01-2023 19:34
674,300,107,05-01-2023 19:42
675,300,110,05-01-2023 19:42
676,300,127,05-01-2023 19:42
677,300,123,05-01-2023 19:42
678,301,111,05-01-2023 19:45
679,302,118,05-01-2023 19:57
680,303,107,05-01-2023 20:02
681,303,110,05-01-2023 20:02
682,303,113,05-01-2023 20:02
683,304,109,05-01-2023 20:07
684,304,129,05-01-2023 20:07
685,305,113,05-01-2023 20:35
686,305,120,05-01-2023 20:35
687,305,122,05-01-2023 20:35
688,306,107,05-01-2023 20:37
689,306,109,05-01-2023 20:37
690,306,111,05-01-2023 20:37
691,307,108,05-01-2023 21:45
692,307,106,05-01-2023 21:45
693,308,109,05-01-2023 21:59
694,308,112,05-01-2023 21:59
695,308,106,05-01-2023 21:59
696,309,124,06-01-2023 11:39
697,309,118,06-01-2023 11:39
698,310,109,06-01-2023 11:40
699,310,106,06-01-2023 11:40
700,311,120,06-01-2023 11:57
701,312,107,06-01-2023 12:05
702,312,115,06-01-2023 12:05
703,312,103,06-01-2023 12:05
704,312,120,06-01-2023 12:05
705,313,108,06-01-2023 12:09
706,314,116,06-01-2023 12:11
707,314,124,06-01-2023 12:11
708,314,126,06-01-2023 12:11
709,314,109,06-01-2023 12:11
710,314,132,06-01-2023 12:11
711,315,108,06-01-2023 12:17
712,316,109,06-01-2023 12:29
713,316,117,06-01-2023 12:29
714,317,102,06-01-2023 12:31
715,317,108,06-01-2023 12:31
716,317,125,06-01-2023 12:31
717,317,109,06-01-2023 12:31
718,317,112,06-01-2023 12:31
719,317,119,06-01-2023 12:31
720,317,131,06-01-2023 12:31
721,318,110,06-01-2023 12:45
722,318,129,06-01-2023 12:45
723,318,121,06-01-2023 12:45
724,318,122,06-01-2023 12:45
725,319,117,06-01-2023 12:46
726,320,102,06-01-2023 12:46
727,320,104,06-01-2023 12:46
728,321,117,06-01-2023 12:56
729,322,102,06-01-2023 13:02
730,322,104,06-01-2023 13:02
731,322,108,06-01-2023 13:02
732,322,106,06-01-2023 13:02
733,323,108,06-01-2023 13:05
734,324,124,06-01-2023 13:06
735,325,108,06-01-2023 13:07
736,325,132,06-01-2023 13:07
737,326,102,06-01-2023 13:10
738,326,123,06-01-2023 13:10
739,327,108,06-01-2023 13:10
740,328,128,06-01-2023 13:16
741,329,122,06-01-2023 13:22
742,329,123,06-01-2023 13:22
743,330,107,06-01-2023 13:27
744,330,103,06-01-2023 13:27
745,330,108,06-01-2023 13:27
746,330,108,06-01-2023 13:27
747,330,124,06-01-2023 13:27
748,330,125,06-01-2023 13:27
749,330,109,06-01-2023 13:27
750,330,112,06-01-2023 13:27
751,330,118,06-01-2023 13:27
752,330,120,06-01-2023 13:27
753,330,122,06-01-2023 13:27
754,330,122,06-01-2023 13:27
755,330,131,06-01-2023 13:27
756,330,114,06-01-2023 13:27
757,331,119,06-01-2023 13:43
758,332,120,06-01-2023 14:12
759,332,105,06-01-2023 14:12
760,332,106,06-01-2023 14:12
761,333,103,06-01-2023 14:16
762,334,116,06-01-2023 14:24
763,334,113,06-01-2023 14:24
764,334,105,06-01-2023 14:24
765,334,106,06-01-2023 14:24
766,335,128,06-01-2023 14:24
767,336,119,06-01-2023 14:51
768,337,109,06-01-2023 15:03
769,337,113,06-01-2023 15:03
770,338,129,06-01-2023 15:18
771,338,106,06-01-2023 15:18
772,339,122,06-01-2023 15:25
773,340,118,06-01-2023 15:35
774,341,101,06-01-2023 15:35
775,341,113,06-01-2023 15:35
776,342,120,06-01-2023 15:44
777,342,105,06-01-2023 15:44
778,343,124,06-01-2023 15:45
779,343,125,06-01-2023 15:45
780,344,110,06-01-2023 16:01
781,345,118,06-01-2023 16:01
782,345,131,06-01-2023 16:01
783,346,126,06-01-2023 16:30
784,346,109,06-01-2023 16:30
785,346,110,06-01-2023 16:30
786,346,111,06-01-2023 16:30
787,347,131,06-01-2023 16:37
788,347,106,06-01-2023 16:37
789,347,132,06-01-2023 16:37
790,348,108,06-01-2023 16:49
791,348,106,06-01-2023 16:49
792,348,106,06-01-2023 16:49
793,349,113,06-01-2023 17:25
794,350,108,06-01-2023 17:37
795,350,113,06-01-2023 17:37
796,350,122,06-01-2023 17:37
797,351,107,06-01-2023 17:37
798,351,109,06-01-2023 17:37
799,352,107,06-01-2023 17:45
800,352,110,06-01-2023 17:45
801,353,101,06-01-2023 17:59
802,353,102,06-01-2023 17:59
803,353,119,06-01-2023 17:59
804,354,126,06-01-2023 18:01
805,354,132,06-01-2023 18:01
806,355,103,06-01-2023 18:14
807,355,117,06-01-2023 18:14
808,356,103,06-01-2023 18:16
809,357,102,06-01-2023 18:27
810,357,105,06-01-2023 18:27
811,357,131,06-01-2023 18:27
812,358,117,06-01-2023 18:30
813,359,126,06-01-2023 18:33
814,359,106,06-01-2023 18:33
815,360,101,06-01-2023 18:50
816,360,126,06-01-2023 18:50
817,360,109,06-01-2023 18:50
818,361,107,06-01-2023 19:12
819,361,110,06-01-2023 19:12
820,362,101,06-01-2023 19:13
